ncit_code,preferred_term,parent_code,parent_name,depth,synonyms,definition
C147586,Pediatric Functional Assessment of Chronic Illness Therapy-Fatigue Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,FAC099|PEDS-FACIT-F|Peds-FACIT-F,"A standardized 11-item self-report questionnaire, part of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System developed by Cella et al. in 1987, that utilizes a five-point Likert rating scale to evaluate fatigue over the past 7 days in children."
C135743,"Pediatric Outcomes Data Collection Instrument, Adolescent Parent-Reported Version Questionnaire",C91105,Clinical or Research Assessment Questionnaire,2,PODCI - ADOLESCENT PARENT REPORTED|PODCI Adolescent Parent-Reported Version|PODCI2,"A standardized 86-item parent-report questionnaire, developed by the American Academy of Orthopaedic Surgeons and the Pediatric Orthopaedic Society of North America (POSNA) in 1998 to assess the overall health, pain, and ability to participate in normal daily activities in patients 11 to 18 years of age. The instrument includes five scales: upper extremity and physical function, transfer and mobility tasks, sports/physical functioning, pain/comfort, treatment expectations, happiness, and satisfaction with symptoms, as well as a Global Functioning scale that consists of the mean of the values for the first four scales."
C135744,"Pediatric Outcomes Data Collection Instrument, Adolescent Self-Reported Version Questionnaire",C91105,Clinical or Research Assessment Questionnaire,2,PODCI - ADOLESCENT SELF REPORTED|PODCI Adolescent Self-Reported Version|PODCI3,"A standardized 83-item self-report questionnaire, developed by the American Academy of Orthopaedic Surgeons and the Pediatric Orthopaedic Society of North America (POSNA) in 1998 to assess the overall health, pain, and ability to participate in normal daily activities in patients 11 to 18 years of age. The instrument includes five scales: upper extremity and physical function, transfer and mobility tasks, sports/physical functioning, pain/comfort, treatment expectations, happiness, and satisfaction with symptoms, as well as a Global Functioning scale that consists of the mean of the values for the first four scales."
C135742,"Pediatric Outcomes Data Collection Instrument, Pediatric Parent-Reported Version Questionnaire",C91105,Clinical or Research Assessment Questionnaire,2,PODCI - PEDIATRIC PARENT REPORTED|PODCI Pediatric Parent-Reported Version|PODCI1,"A standardized 86-item parent-report questionnaire, developed by the American Academy of Orthopaedic Surgeons and the Pediatric Orthopaedic Society of North America (POSNA) in 1998 to assess the overall health, pain, and ability to participate in normal daily activities in patients 10 years of age or younger. The instrument includes five scales: upper extremity and physical function, transfer and mobility tasks, sports/physical functioning, pain/comfort, treatment expectations, happiness, and satisfaction with symptoms, as well as a Global Functioning scale that consists of the mean of the values for the first four scales."
C222046,Pediatric Quality of Life Brain Tumor Module Subscale,C222045,Clinical or Research Assessment Subscale,2,,A subscale that is associated with the Pediatric Quality of Life Brain Tumor Module questionnaire.
C157698,Pediatric Quality of Life Brain Tumor Module Version 1.0,C91105,Clinical or Research Assessment Questionnaire,2,PedsQL 1.0 Brain Tumor|PedsQL-Brain Tumor Module v1,A quality of life questionnaire designed to measure health-related quality of life in a pediatric brain tumor patient. It is derived from the Pediatric Quality of Life Inventory Generic Core Scales.
C147949,Pediatric Quality of Life Enjoyment and Satisfaction Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PQ-LES-Q,"A version of the Quality of Life Enjoyment and Satisfaction Questionnaire designed to assess changes in quality of life associated with treatment, as perceived by children and adolescents in the context of life events that are more meaningful in this population."
C78652,Pediatric Quality of Life Inventory,C91105,Clinical or Research Assessment Questionnaire,2,PedsQL|PedsQL,"A parent report or patient self report for measuring health-related quality of life (HRQOL) in healthy children and adolescents and those with acute and chronic health conditions. The PedsQL Measurement Model uses a modular approach that integrates both generic core scales and disease-specific modules into one measurement system. (Copyright 1998-2008 James W. Varni, Ph.D.)"
C135089,Pediatric Quality of Life Inventory Cancer Module,C91105,Clinical or Research Assessment Questionnaire,2,Pediatric Quality of Life Inventory Cancer-Specific Module|PedsQL Cancer Module|PedsQL-Cancer,A complement to the Pediatric Quality of Life generic core scales designed to provide greater measurement sensitivity for patients with cancer. This module has 25 items comprising 8 dimensions for use with children aged 2 to 18 years.
C131369,Pediatric Quality of Life Inventory-Multidimensional Fatigue Scale,C217121,Clinical or Research Assessment Scale,2,PedsQL Multi-Dimensional Fatigue Scale|PedsQL Multidimensional Fatigue Scale|PedsQL-Fatigue|PedsQL-Fatigue Scale|PedsQL-MFS,"An 18 item component of the Pediatric Quality of Life Inventory is a generic symptom-specific instrument to measure fatigue in pediatric patients ages 2-18 comprised of General Fatigue, Sleep/Rest Fatigue, and Cognitive Fatigue domains."
C138339,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Child Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 CHILD|PQL14|PedsQL Neuromuscular Module Acute Version 3.0 Child Report,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of patient reported health related quality of life over the past seven days in children ages 8 to 12 years with neuromuscular disorders.
C138341,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Parent Report for Child Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 CHILD PARENT REPORT|PQL15|PedsQL Neuromuscular Module Acute Version 3.0 Parent Report for Child,A 25-item disease-specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past seven days in children ages 8 to 12 years with neuromuscular disorders.
C138342,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Parent Report for Teen Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 TEEN PARENT REPORT|PQL13|PedsQL Neuromuscular Module Acute Version 3.0 Parent Report for Teen,A 25-item disease-specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past seven days in children ages 13 to 18 years with neuromuscular disorders.
C138343,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Parent Report for Young Adults Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 YOUNG ADULT PARENT REPORT|PQL11|PedsQL Neuromuscular Module Acute Version 3.0 Parent Report for Young Adults,A 25-item disease-specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past seven days in individuals ages 18 to 25 years with neuromuscular disorders.
C138344,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Parent Report for Young Child Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 YOUNG CHILD PARENT REPORT|PQL17|PedsQL Neuromuscular Module Acute Version 3.0 Parent Report for Young Child,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past seven days in children ages 5 to 7 years with neuromuscular disorders.
C138340,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Parent of Toddler Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 TODDLER PARENT REPORT|PQL18|PedsQL Neuromuscular Module Acute Version 3.0 Parent of Toddler,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past seven days in children ages 2 to 4 years with neuromuscular disorders.
C138345,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Teen Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 TEEN|PQL12|PedsQL Neuromuscular Module Acute Version 3.0 Teen Report,A 25-item disease-specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of patient reported health related quality of life over the past seven days in children ages 13 to 18 years with neuromuscular disorders.
C138346,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Young Adult Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 YOUNG ADULT|PQL10|PedsQL Neuromuscular Module Acute Version 3.0 Young Adult Report,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of patient reported health related quality of life over the past seven days in individuals ages 18 to 25 years with neuromuscular disorders.
C138347,Pediatric Quality of Life Neuromuscular Module Acute Version 3.0 Young Child Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE ACUTE V3 YOUNG CHILD|PQL16|PedsQL Neuromuscular Module Acute Version 3.0 Young Child Report,A 17-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure one dimension of patient reported health related quality of life over the past seven days in children ages 5 to 7 years with neuromuscular disorders.
C138348,Pediatric Quality of Life Neuromuscular Module Version 3.0 Child Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 CHILD|PQL05|PedsQL Neuromuscular Module Version 3.0 Child Report,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of patient reported health related quality of life over the past month in children ages 8 to 12 years with neuromuscular disorders.
C138350,Pediatric Quality of Life Neuromuscular Module Version 3.0 Parent Report for Child Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 CHILD PARENT REPORT|PQL06|PedsQL Neuromuscular Module Version 3.0 Parent Report for Child,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past month in children ages 8 to 12 years with neuromuscular disorders.
C138351,Pediatric Quality of Life Neuromuscular Module Version 3.0 Parent Report for Teen Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 TEEN PARENT REPORT|PQL04|PedsQL Neuromuscular Module Version 3.0 Parent Report for Teen,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past month in children ages 13 to 18 years with neuromuscular disorders.
C138352,Pediatric Quality of Life Neuromuscular Module Version 3.0 Parent Report for Young Adults Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 YOUNG ADULT PARENT REPORT|PQL02|PedsQL Neuromuscular Module Version 3.0 Parent Report for Young Adults Report,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past month in individuals ages 18 to 25 years with neuromuscular disorders.
C138353,Pediatric Quality of Life Neuromuscular Module Version 3.0 Parent Report for Young Child Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 YOUNG CHILD PARENT REPORT|PQL08|PedsQL Neuromuscular Module Version 3.0 Parent Report for Young Child,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past month in children ages 5 to 7 years with neuromuscular disorders.
C138349,Pediatric Quality of Life Neuromuscular Module Version 3.0 Parent of Toddler Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 TODDLER PARENT REPORT|PQL09|PedsQL Neuromuscular Module Version 3.0 Parent of Toddler,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of parent reported health related quality of life over the past month in children ages 2 to 4 years with neuromuscular disorders.
C138354,Pediatric Quality of Life Neuromuscular Module Version 3.0 Teen Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 TEEN|PQL03|PedsQL Neuromuscular Module Version 3.0 Teen Report,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of patient reported health related quality of life over the past month in children ages 13 to 18 years with neuromuscular disorders.
C138355,Pediatric Quality of Life Neuromuscular Module Version 3.0 Young Adult Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 YOUNG ADULT|PQL01|PedsQL Neuromuscular Module Version 3.0 Young Adult Report,A 25-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure three dimensions of patient reported health related quality of life over the past month in patients ages 18 to 25 years with neuromuscular disorders.
C138356,Pediatric Quality of Life Neuromuscular Module Version 3.0 Young Child Report Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PEDSQL NEUROMUSCULAR MODULE V3 YOUNG CHILD|PQL07|PedsQL Neuromuscular Module Version 3.0 Young Child Report,A 17-item disease specific complement to the Pediatric Quality of Life Inventory instrument published by Sarah Davis et al. in 2010 that utilizes a 5-point Likert scale to measure one dimension of patient reported health related quality of life over the past month in children ages 5 to 7 years with neuromuscular disorders.
C121342,Pediatric Vasculitis Activity Score,C217122,Clinical or Research Assessment Score,2,PVAS|PVAS,A set of criteria used to determine the activity of childhood vasculitis.
C177379,PedsQL 4.0 Generic Core Scale,C217121,Clinical or Research Assessment Scale,2,Pediatric Quality of Life 4.0 Generic Core Scale,Child self-report and parent proxy report scales developed to measure health-related quality of life issues in children and adolescents aged 2-18.
C121526,PedsQL-4 Emotional Functioning Scale,C217121,Clinical or Research Assessment Scale,2,Emotional Functioning Scale,A rating scale included in the Pediatric Quality of Life Inventory Version 4 (PedsQL 4.0) that measures problems with a child's feelings and emotions.
C121525,PedsQL-4 Physical Functioning Scale,C217121,Clinical or Research Assessment Scale,2,Physical Functioning Scale,A rating scale included in the Pediatric Quality of Life Inventory Version 4 (PedsQL 4.0) that measures problems with a child's physical health and activities.
C121529,PedsQL-4 Psychosocial Health Summary Score,C217122,Clinical or Research Assessment Score,2,Psychosocial Health Summary Score,"The mean value computed as the sum of the score of individual items over the number of items answered in the Emotional, Social, and School Functioning Scales."
C121530,PedsQL-4 Scale Score,C217122,Clinical or Research Assessment Score,2,Scale Score,The mean value computed as the sum of the individual items in a scale over the number of items answered in that scale.
C121528,PedsQL-4 School Functioning Scale,C217121,Clinical or Research Assessment Scale,2,School Functioning Scale,A rating scale included in the Pediatric Quality of Life Inventory Version 4 (PedsQL 4.0) that measures problems with a child's experiences related to attending school.
C121527,PedsQL-4 Social Functioning Scale,C217121,Clinical or Research Assessment Scale,2,Social Functioning Scale,A rating scale included in the Pediatric Quality of Life Inventory Version 4 (PedsQL 4.0) that measures problems with how well a child gets along with others.
C121531,PedsQL-4 Total Scale Score,C217122,Clinical or Research Assessment Score,2,Total Scale Score,The mean value computed as the sum of all individual items over the number of items answered on all the Scales.
C213190,Pelvic Floor Disability Index,C91105,Clinical or Research Assessment Questionnaire,2,PFDI-20|Pelvic Floor Disability Index (PFDI-20),A self-report questionnaire consisting of 20 questions designed to assess an individual's symptoms of pelvic floor disability.
C213837,Pelvic Floor Impact Questionnaire - Short Form 7,C91105,Clinical or Research Assessment Questionnaire,2,PFIQ-7|Pelvic Floor Impact Questionnaire - short form 7 (PFIQ-7),"A questionnaire designed to assess the impact of bladder, bowel, and vagina symptoms on 7 aspects of an individual's activities, relationships, and feelings."
C204318,Penn State Electronic Cigarette Dependence Index Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PSECD1|PSECDI|PSECDI|Penn State Nicotine Dependence Index,"A standardized 10-item questionnaire, published by Foulds et al. in 2011 and adapted from the Penn State Nicotine Dependence Index, that assesses e-cigarette dependence."
C131958,Percentage Food Eaten Scale,C217121,Clinical or Research Assessment Scale,2,,A scale for the subjective scoring of percentage of food eaten that ranges from 0%: None to 100%: All of my food.
C221049,Percentage Food Eaten Scale Score,C217122,Clinical or Research Assessment Score,2,,A score derived from an assessment using a percentage food eaten scale.
C138334,Performance of the Upper Limb Module for DMD 1.2 Functional Test,C222260,Clinical or Research Functional Assessment Tool,2,PUL 1.2|PUL V1.2|PUL01,"A 22-item assessment scale developed by an international clinical outcomes group in 2011 to measure motor performance of the upper limb in patients with Duchenne muscular dystrophy (DMD). Functional tasks are subdivided into three dimensions that reflect disease progression from proximal to distal weakness, and from ambulatory to non-ambulatory."
C138335,Performance of the Upper Limb Module for DMD 2.0 Functional Test,C222260,Clinical or Research Functional Assessment Tool,2,PUL 2.0|PUL V2.0|PUL02,"A revised version of the Performance of the Upper Limb Module for DMD 1.2 Functional Test, which was developed by an international clinical outcomes group in 2011 to measure motor performance of the upper limb in patients with Duchenne muscular dystrophy (DMD). Functional tasks are subdivided into three dimensions that reflect disease progression from proximal to distal weakness, and from ambulatory to non-ambulatory."
C204317,Perianal Crohn's Disease Activity Index Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PDAI|PDAI|PDAI01,"A standardized five-item questionnaire, published by Irvine et al. in 1995, that utilizes a five-point rating scale to assess the severity and complexity of five frequent features of Crohn's disease affecting the perianal area."
C161790,Peripheral T-cell Lymphoma Prognostic Index Score,C217122,Clinical or Research Assessment Score,2,PIT Score|Prognostic Index Score for Peripheral T-cell Lymphoma|Prognostic Index for Peripheral T-cell Lymphoma (PIT) Score,"A list of four factors to assess how an individual with peripheral T-cell lymphoma might respond to treatment and predict the risk of disease recurrence. The factors are: patient's age, LDH levels: serum levels often correlate with the amount of tumor in the body, performance status, and bone marrow involvement."
C123361,Peritoneal Cancer Index,C217122,Clinical or Research Assessment Score,2,PCI|Peritoneal Carcinomatosis Index,"A method for detailed evaluation of the peritoneal spread of tumors of gastrointestinal origin. The index is based on tumor size in 13 separate regions, 9 regions in the abdomen and 4 in the small intestine. Each region is given a score from 0 to 3, based on the size of any tumors present, and the cancer index is the sum of all scores, ranging from 0 to 39. This score has been found to be a prognostic indicator of survival."
C121291,Personal Adjustment Composite Score,C217122,Clinical or Research Assessment Score,2,Personal Adjustment Composite,"A composite score of the Behavior Assessment System for Children that combines the interpersonal relationships, ego strength and identity development scales."
C158590,Physician's Global Assessment Scale of Epidermal Chronic Graft versus Host Disease,C217121,Clinical or Research Assessment Scale,2,PGA-cGVHD|Physician Global Assessment of Epidermal Chronic Graft versus Host Disease|Physician's Global Assessment Scale of Cutaneous Epidermal Chronic Graft versus Host Disease|Physician's Global Assessment Scale of Epidermal Cutaneous Chronic Graft versus Host Disease|Physician's Global Assessment of Epidermal cGVHD,A clinical outcome instrument to measure the severity of epidermal chronic graft versus host disease. Extent of cutaneous involvement is scored using a 5 point scale.
C221058,Physician's Global Assessment Scale of Epidermal Chronic Graft versus Host Disease Score,C217122,Clinical or Research Assessment Score,2,,A score derived from an assessment using the Physician's Global Assessment Scale of Epidermal Chronic Graft versus Host Disease.
C205805,Picture Completion Subtest (WAIS-IV),C205215,WAIS-IV Subtest,2,,A subtest of the Wechsler Adult Intelligence Scale that measures an individual's ability to quickly perceive visual details by assessing their ability to identify missing parts of a picture within a specified time limit in comparison to the previously viewed complete picture.
C205270,Picture Concepts Subtest (WISC-V),C205256,WISC-V Subtest,2,,"A subtest of the Wechsler Intelligence Scale for Children that measures categorical, abstract reasoning. Students are asked to look at rows of pictured objects and indicate (by pointing) the single picture from each row that shares a characteristic in common with the single picture(s) from the other row(s)."
C205248,Picture Concepts Subtest (WPPSI-IV),C205232,WPPSI-IV Subtest,2,,"A subtest of the Wechsler Preschool and Primary Scale of Intelligence that measures categorical, abstract reasoning."
C205806,Picture Memory Subtest (WPPSI-IV),C205232,WPPSI-IV Subtest,2,,A subtest of the Wechsler Preschool and Primary Scale of Intelligence that is designed to measure a child's working memory by assessing their ability to select target pictures from options on a response page after viewing a stimulus page of one or more pictures for a specified time.
C120353,Picture Naming Subtest (WPPSI-IV),C205232,WPPSI-IV Subtest,2,PN,"A subtest of the Wechsler Preschool and Primary Scale of Intelligence, 4th Edition that measures expressive language ability and language development. The child names depicted objects."
C205271,Picture Span Subtest (WISC-V),C205256,WISC-V Subtest,2,,"A Working Memory subtest of the Wechsler Intelligence Scale for Children that measures visual working memory. The child views a stimulus page of one or more pictures for a specified time and then selects the picture(s) (in sequential order, if possible) from options on a response page."
C103849,Pittsburgh Sleep Quality Index,C91105,Clinical or Research Assessment Questionnaire,2,PSQI|PSQI|PSQI1|Pittsburgh Sleep Quality Index (PSQI) SF-10,A self-rated questionnaire which assesses sleep quality and disturbances over a one month time interval.
C121469,Plan/Organize Scale,C217121,Clinical or Research Assessment Scale,2,,"A rating scale included in the Behavior Rating Inventory of Executive Function that measures the ability of an individual to manage current and future-oriented task demands within the situational context. The plan component relates to the ability to anticipate future events, implement instructions or goals, and develop appropriate steps ahead of time in order to carry out a task or activity. The organize component refers to the ability to bring order to information, actions, or materials to achieve a goal or to follow an established organized routine."
C123143,Positive and Negative Perfectionism Scale,C217121,Clinical or Research Assessment Scale,2,PANPS,"A 40-item self-report inventory designed to assess levels of positive and negative perfectionism, and distinguish between ""normal"" and ""neurotic"" perfectionism. Participants use a 5-point Likert scale that ranges from strongly disagree to strongly agree."
C124712,Positive and Negative Syndrome Scale Clinical Classification,C118969,Clinical or Research Assessment Classification,2,PANSS|PANSS|PANSS1,"A standardized rating scale developed by Kay et al in 1987, which is a classification system used to measure severity of patients with schizophrenia. This instrument rates a patient on a scale of 1 (absent) to 7 (extreme) on 30 different symptoms."
C131525,Premorbid Adjustment Scale,C91105,Clinical or Research Assessment Questionnaire,2,PAS|Premorbid,"A 26-item, retrospective questionnaire designed to assess the degree of an individual's achievement of developmental goals from childhood through adulthood, prior to the onset of schizophrenia. This rating scale includes measures for sociability and social withdrawal, peer relationships, scholastic performance, adaptation to school, and ability to form socio-sexual relationships. Performance is scored on a 7-point scale ranging from 0 (healthiest adjustment) to 6 (lowest adjustment)."
C153458,Preparation for Decision Making Scale,C91105,Clinical or Research Assessment Questionnaire,2,PrepDM|Preparation for Decision Making,"A questionnaire designed to assess a patient's perception of how useful a decision aid, or other decision-support intervention, is in preparing them to communicate with their physician to make a healthcare decision."
C88892,Primary Care Evaluation of Mental Disorders Patient Health Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PRIME-MD PHQ-9,"A self-administered diagnostic instrument developed for use in Primary Care settings to screen for common mental disorders, including alcohol abuse and dependence. (Copyright Pfizer)"
C115446,Prognosis Treatment and Perceptions Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PTPQ|Prognosis Treatment and Perceptions Questionnaire (PTPQ),"A 13-item questionnaire used to assess information preferences, perceptions of prognosis and goal of therapy, and communication about end-of-life care."
C127372,Prostate Cancer Specific Quality of Life Instrument Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,PROS01|PROSQOLI|PROSQOLI,"A standardized rating scale developed by Stockler et al in 1999 which is used to assess health-related quality of life in patients with advanced hormone-resistant prostate cancer. The instrument contains 9 linear analogue self-assessment scales measuring symptoms, function, and overall well-being, and a six-point ordinal adjectival scale of present pain intensity from the McGill Pain Questionnaire."
C191042,Psoriasis Area and Severity Index Bozek Version Clinical Classification,C118969,Clinical or Research Assessment Classification,2,PASI BOZEK|PASI Bozek Version|PASI05,"A standardized index developed in 2017 by Bozek et al. that combines psoriasis disease severity (measured as erythema, infiltration, and desquamation) and body surface area involvement over 4 body regions (head, trunk, upper and lower extremities) to assess progress during treatment."
C135734,Psoriasis Area and Severity Index Clinical Classification,C118969,Clinical or Research Assessment Classification,2,PASI,"A standardized survey developed by Fredriksson and Pettersson in 1978 to calculate the intensity and extent of psoriatic plaques before, during, and after retinoid treatment in chronic plaquetype psoriasis. The instrument utilizes a 5-point rating scale to measure intensity and assigns a numerical score for the percentage of anatomical involvement."
C191041,Psoriasis Area and Severity Index European Medical Agency Version Clinical Classification,C118969,Clinical or Research Assessment Classification,2,PASI EMA|PASI EMA Version|PASI04,"A standardized index developed in 2004 by the Committee for Medicinal Products for Human Use (CHMP) that combines psoriasis disease severity (measured as erythema, infiltration, and desquamation) and body surface area involvement over 4 body regions (head, trunk, upper and lower extremities) to assess progress during treatment."
C179972,Psoriasis Area and Severity Index Feldman Version Clinical Classification,C118969,Clinical or Research Assessment Classification,2,PASI FELDMAN|PASI Feldman Version|PASI02,"A standardized survey developed by Feldman and Krueger in 2005 to calculate the intensity and extent of psoriatic lesions before, during, and after treatment in chronic plaquetype psoriasis. The instrument utilizes a 5-point rating scale to measure intensity and assigns a numerical score for the percentage of anatomical involvement."
C191040,Psoriasis Area and Severity Index Fredriksson Version Clinical Classification,C118969,Clinical or Research Assessment Classification,2,PASI FREDRIKSSON|PASI Fredriksson Version|PASI03,"A standardized index developed in 1978 by Fredriksson et al. that combines psoriasis disease severity (measured as erythema, infiltration, and desquamation) and body surface area involvement over 4 body regions (head, trunk, upper and lower extremities) to assess progress during treatment."
C130317,Quality Of Life Enjoyment And Satisfaction Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,Q-LES-Q|Q-LES-Q|QLES1,"A standardized self-report questionnaire, available as a 16-item short form for adults and 93-item long form for children, adolescents, and adults, that utilizes a 5-point rating scale to assess the degree of enjoyment and satisfaction experienced by individuals in various areas of daily functioning. The questionnaire was developed by Endicot et al. in 1993 to assess broad functional impairment in research and treatment settings."
C130318,Quality of Life Enjoyment and Satisfaction Questionnaire-Short Form,C91105,Clinical or Research Assessment Questionnaire,2,Q-LES-Q-SF|Q-LES-Q-SF|QLES2,A standardized 16-item self-report questionnaire that utilizes a 5-point rating scale to assess the degree of enjoyment and satisfaction experienced by adults in various areas of daily functioning. The questionnaire was developed by Endicot et al. in 1993 to assess broad functional impairment in research and treatment settings.
C128150,Quality of Life Linear Analogue Scale,C217121,Clinical or Research Assessment Scale,2,Quality Rating Linear Analogue Scale|Quality Rating Scale|Quality of Life Rating Scale,A linear analogue scale for the subjective scoring of quality of life with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C221045,Quality of Life Linear Analogue Scale Score,C217122,Clinical or Research Assessment Score,2,,A score derived from an assessment using a quality of life linear analogue scale.
C104319,Quality of Life Questionnaire - Gastrointestinal Neuroendocrine Tumors 21,C91105,Clinical or Research Assessment Questionnaire,2,EORTC QLQ-GINET21|QLQ-G.I.NET21|QLQ-G.I.NET21,"A questionnaire intended for use among patients with gastrointestinal-related neuroendocrine tumors, who vary in disease stage and treatments."
C136497,Quality of Life Questionnaire - Head & Neck 35,C91105,Clinical or Research Assessment Questionnaire,2,QLQ-H&N35|Quality of Life Questionnaire-Head & Neck 35 (QLQ-H&N35),A questionnaire developed by the European Organisation for Research and Treatment of Cancer (EORTC) consisting of 35 questions designed to assess quality of life in head and neck cancer patients.
C116979,Quality of Life Questionnaire - Testicular Cancer 26,C91105,Clinical or Research Assessment Questionnaire,2,EORTC QLQ-TC26|QLQ-TC26|QLQ-TC26,A questionnaire developed by the European Organisation for Research and Treatment of Cancer (EORTC) consisting of 26 questions designed to assess quality of life in testicular cancer patients.
C148236,Quality of Life Questionnaire BR-23,C91105,Clinical or Research Assessment Questionnaire,2,QLQ-BR23,A questionnaire developed by the European Organisation for Research and Treatment of Cancer (EORTC) consisting of 23 questions designed to assess the quality of life of breast cancer patients participating in international clinical trials.
